iter	TotalF1	MultiClass
1720	0.9318578475	0.1891448017
1721	0.9318596033	0.189140236
1722	0.9318759462	0.1891216459
1723	0.9318637931	0.1891076708
1724	0.9319109727	0.189104236
1725	0.9319109727	0.1891034439
1726	0.9319109727	0.1890997507
1727	0.9319109727	0.1890957272
1728	0.93192315	0.1890885841
1729	0.93192315	0.1890863811
1730	0.93192315	0.1890708873
1731	0.9319220762	0.1890681553
1732	0.9319121637	0.1890590828
1733	0.9319243371	0.1890425399
1734	0.9319243371	0.1890401648
1735	0.9319260899	0.1890338701
1736	0.9319260899	0.1890223223
1737	0.9319260899	0.1890109071
1738	0.9319320252	0.188994249
1739	0.9319320252	0.1889889998
1740	0.9319320252	0.1889868164
1741	0.9319318321	0.1889814639
1742	0.9319318321	0.1889646477
1743	0.9319318321	0.1889527897
1744	0.9319318321	0.1889365067
1745	0.9319318321	0.1889330954
1746	0.9319318321	0.1889296723
1747	0.9319318321	0.1889238122
1748	0.9319318321	0.1889210877
1749	0.9319320252	0.1889105602
1750	0.9319320252	0.1889035249
1751	0.9319320252	0.1888879038
1752	0.9319320252	0.1888835583
1753	0.9319320252	0.1888826631
1754	0.9318848056	0.1888767459
1755	0.9318848056	0.1888749826
1756	0.9318848056	0.1888713386
1757	0.9318848056	0.1888690761
1758	0.9318848056	0.1888672932
1759	0.9318848056	0.1888604174
1760	0.9319320252	0.1888502624
1761	0.9319776634	0.1888358415
1762	0.9319305372	0.1888325508
1763	0.9319305372	0.1888289057
1764	0.9319305372	0.1888251861
1765	0.9319305372	0.1888238449
1766	0.9319305372	0.1888207605
1767	0.9319776634	0.188804772
1768	0.9319305372	0.1888022736
1769	0.9319305372	0.1887826002
1770	0.9319311026	0.1887790618
1771	0.9319311026	0.1887754451
1772	0.9319892738	0.1887716943
1773	0.9319892738	0.1887703252
1774	0.9319890806	0.1887671439
1775	0.9319890806	0.1887566745
1776	0.931941846	0.1887534547
1777	0.9319822497	0.1887445911
1778	0.9320165737	0.1887308149
1779	0.9320165737	0.1887236005
1780	0.9320171337	0.1887209903
1781	0.9320171337	0.1887204026
1782	0.9320171337	0.1887120608
1783	0.9320169365	0.188701922
1784	0.9320169365	0.1887001182
1785	0.9320169365	0.1886928677
1786	0.932026987	0.1886921996
1787	0.932026987	0.1886897785
1788	0.9320742252	0.1886869639
1789	0.9320742252	0.1886614162
1790	0.9320916694	0.1886578932
1791	0.9320916694	0.1886538003
1792	0.9320920561	0.1885813798
1793	0.9320920561	0.1885634622
1794	0.9320920561	0.1885482313
1795	0.9320920561	0.1885470765
1796	0.9320920561	0.1885447433
1797	0.9320920561	0.188541753
1798	0.9321874909	0.1884939478
1799	0.9321874909	0.1884893386
1800	0.9321888098	0.1884800961
1801	0.9321888098	0.1884732861
1802	0.9321888098	0.1884698353
1803	0.9321888098	0.1884620513
1804	0.9321905537	0.1884602138
1805	0.9321790026	0.1884571868
1806	0.9321790026	0.1884449328
1807	0.9321681285	0.1884303337
1808	0.9321784426	0.188391333
1809	0.9321784426	0.1883843631
1810	0.9321882497	0.1883798805
1811	0.9321882497	0.188378435
1812	0.9321882497	0.1883716624
1813	0.9321882497	0.188365001
1814	0.9321882497	0.1883633943
1815	0.9321882497	0.1883574599
1816	0.9321882497	0.1883529888
1817	0.9321882497	0.1883454533
1818	0.9321882497	0.188344721
1819	0.9321882497	0.1883080316
1820	0.9321773676	0.1883035516
1821	0.9321779276	0.1882918061
1822	0.9321681285	0.1882863533
